id,purchase_date,purchase_device,spent,gender,country,join_device,join_date,group
1012870,NULL,Missing,0,M,FRA,I,26/01/2023,A
1012871,NULL,Missing,0,M,USA,A,26/01/2023,B
1012872,NULL,Missing,0,M,BRA,I,27/01/2023,B
1012873,NULL,Missing,0,F,BRA,I,31/01/2023,B
1012874,NULL,Missing,0,M,BRA,Missing,31/01/2023,A
1012875,NULL,Missing,0,Missing,CAN,A,25/01/2023,A
1012876,NULL,Missing,0,F,BRA,A,26/01/2023,A
1012877,NULL,Missing,0,F,AUS,A,02/02/2023,A
1012878,NULL,Missing,0,O,BRA,I,29/01/2023,B
1012879,NULL,Missing,0,M,BRA,A,27/01/2023,B
1012881,NULL,Missing,0,F,USA,I,03/02/2023,B
1012883,NULL,Missing,0,M,BRA,I,02/02/2023,A
1012884,NULL,Missing,0,M,DEU,A,26/01/2023,B
1012885,NULL,Missing,0,M,MEX,A,26/01/2023,B
1012886,NULL,Missing,0,M,DEU,I,05/02/2023,A
1012887,NULL,Missing,0,F,USA,I,30/01/2023,B
1012888,NULL,Missing,0,M,BRA,I,29/01/2023,B
1012889,NULL,Missing,0,M,MEX,A,30/01/2023,A
1012891,NULL,Missing,0,M,BRA,A,05/02/2023,B
1012892,NULL,Missing,0,M,USA,A,25/01/2023,A
1012893,NULL,Missing,0,F,FRA,A,26/01/2023,B
1012894,NULL,Missing,0,M,ESP,A,28/01/2023,A
1012895,NULL,Missing,0,M,AUS,I,26/01/2023,B
1012897,NULL,Missing,0,M,AUS,A,26/01/2023,B
1012898,NULL,Missing,0,M,FRA,A,26/01/2023,A
1012899,NULL,Missing,0,M,MEX,I,28/01/2023,A
1012900,NULL,Missing,0,F,ESP,I,25/01/2023,A
1012901,NULL,Missing,0,M,ESP,A,26/01/2023,A
1012902,NULL,Missing,0,M,TUR,A,02/02/2023,B
1012903,NULL,Missing,0,F,TUR,I,01/02/2023,A
1012904,NULL,Missing,0,F,USA,A,05/02/2023,A
1012905,NULL,Missing,0,M,FRA,I,26/01/2023,B
1012906,NULL,Missing,0,M,AUS,I,27/01/2023,A
1012907,NULL,Missing,0,F,USA,A,29/01/2023,A
1012908,NULL,Missing,0,F,USA,A,26/01/2023,B
1012909,NULL,Missing,0,M,MEX,A,28/01/2023,B
1012910,NULL,Missing,0,Missing,BRA,I,27/01/2023,B
1012911,NULL,Missing,0,F,DEU,I,25/01/2023,B
1012912,NULL,Missing,0,F,BRA,I,29/01/2023,B
1012913,NULL,Missing,0,F,MEX,A,02/02/2023,B
1012914,NULL,Missing,0,M,FRA,A,27/01/2023,B
1012915,NULL,Missing,0,Missing,USA,A,25/01/2023,B
1012916,NULL,Missing,0,F,GBR,I,06/02/2023,A
1012917,NULL,Missing,0,M,CAN,A,26/01/2023,B
1012918,NULL,Missing,0,M,TUR,I,26/01/2023,A
1012919,NULL,Missing,0,F,BRA,A,27/01/2023,A
1012920,NULL,Missing,0,F,USA,I,26/01/2023,A
1012921,NULL,Missing,0,F,GBR,A,31/01/2023,B
1012922,NULL,Missing,0,M,USA,A,26/01/2023,B
1012923,NULL,Missing,0,F,AUS,A,25/01/2023,A
1012924,NULL,Missing,0,F,CAN,A,28/01/2023,B
1012925,NULL,Missing,0,M,USA,A,05/02/2023,B
1012926,NULL,Missing,0,O,USA,A,02/02/2023,A
1012927,NULL,Missing,0,F,FRA,A,26/01/2023,B
1012928,NULL,Missing,0,M,AUS,A,26/01/2023,B
1012929,NULL,Missing,0,F,BRA,A,29/01/2023,A
1012930,NULL,Missing,0,F,BRA,I,25/01/2023,B
1012931,NULL,Missing,0,F,USA,I,30/01/2023,B
1012932,NULL,Missing,0,M,USA,A,25/01/2023,A
1012933,NULL,Missing,0,Missing,MEX,A,25/01/2023,B
1012934,NULL,Missing,0,F,TUR,A,30/01/2023,B
1012935,NULL,Missing,0,F,USA,I,27/01/2023,A
1012936,NULL,Missing,0,F,BRA,I,27/01/2023,B
1012937,NULL,Missing,0,F,BRA,I,01/02/2023,A
1012938,NULL,Missing,0,F,FRA,A,25/01/2023,B
1012939,NULL,Missing,0,Missing,FRA,A,26/01/2023,A
1012940,NULL,Missing,0,Missing,ESP,A,31/01/2023,A
1012941,NULL,Missing,0,M,USA,I,26/01/2023,B
1012942,NULL,Missing,0,Missing,USA,A,26/01/2023,A
1012943,NULL,Missing,0,M,GBR,A,01/02/2023,B
1012944,NULL,Missing,0,M,MEX,A,28/01/2023,A
1012945,NULL,Missing,0,M,USA,A,25/01/2023,A
1012946,NULL,Missing,0,M,CAN,I,26/01/2023,A
1012947,NULL,Missing,0,F,USA,A,25/01/2023,B
1012948,NULL,Missing,0,F,MEX,A,28/01/2023,A
1012949,NULL,Missing,0,M,USA,A,25/01/2023,A
1012950,NULL,Missing,0,M,DEU,I,25/01/2023,A
1012951,NULL,Missing,0,Missing,TUR,I,25/01/2023,B
1012952,NULL,Missing,0,F,USA,A,26/01/2023,A
1012953,NULL,Missing,0,F,FRA,A,29/01/2023,A
1012954,NULL,Missing,0,M,BRA,A,26/01/2023,B
1012955,NULL,Missing,0,M,USA,I,25/01/2023,A
1012956,NULL,Missing,0,M,TUR,A,25/01/2023,A
1012957,NULL,Missing,0,M,BRA,I,27/01/2023,A
1012958,NULL,Missing,0,F,DEU,A,29/01/2023,B
1012959,NULL,Missing,0,F,DEU,I,01/02/2023,B
1012960,NULL,Missing,0,F,USA,A,02/02/2023,A
1012961,NULL,Missing,0,M,USA,A,03/02/2023,A
1012962,NULL,Missing,0,F,MEX,A,27/01/2023,B
1012963,NULL,Missing,0,M,GBR,I,26/01/2023,B
1012964,NULL,Missing,0,Missing,USA,A,27/01/2023,A
1012965,NULL,Missing,0,F,GBR,A,25/01/2023,B
1012966,NULL,Missing,0,M,USA,A,31/01/2023,B
1012967,NULL,Missing,0,F,FRA,A,25/01/2023,B
1012968,NULL,Missing,0,M,MEX,A,06/02/2023,A
1012969,NULL,Missing,0,M,DEU,A,02/02/2023,B
1012970,NULL,Missing,0,Missing,BRA,A,27/01/2023,A
1012971,NULL,Missing,0,M,MEX,I,27/01/2023,A
1012972,NULL,Missing,0,M,DEU,I,26/01/2023,A
1012973,NULL,Missing,0,Missing,TUR,A,01/02/2023,B
1012974,NULL,Missing,0,F,USA,A,29/01/2023,A
1012975,NULL,Missing,0,F,USA,A,29/01/2023,B
1012976,NULL,Missing,0,F,BRA,A,31/01/2023,A
1012977,NULL,Missing,0,F,USA,A,26/01/2023,B
1012978,NULL,Missing,0,F,BRA,A,27/01/2023,B
1012979,NULL,Missing,0,F,MEX,I,26/01/2023,B
1012980,NULL,Missing,0,M,FRA,I,29/01/2023,A
1012981,NULL,Missing,0,Missing,DEU,A,01/02/2023,B
1012982,NULL,Missing,0,F,BRA,A,26/01/2023,B
1012983,NULL,Missing,0,M,BRA,A,03/02/2023,A
1012984,NULL,Missing,0,M,BRA,A,26/01/2023,B
1012985,NULL,Missing,0,M,BRA,A,28/01/2023,A
1012986,NULL,Missing,0,F,USA,A,28/01/2023,B
1012987,NULL,Missing,0,M,BRA,A,30/01/2023,B
1012988,NULL,Missing,0,M,DEU,A,29/01/2023,A
1012989,NULL,Missing,0,Missing,USA,A,01/02/2023,B
1012990,NULL,Missing,0,F,USA,I,25/01/2023,A
1012991,NULL,Missing,0,F,USA,A,04/02/2023,A
1012992,NULL,Missing,0,M,DEU,I,28/01/2023,A
1012993,NULL,Missing,0,M,BRA,I,25/01/2023,B
1012994,NULL,Missing,0,F,USA,A,06/02/2023,B
1012995,NULL,Missing,0,M,USA,A,31/01/2023,B
1012996,NULL,Missing,0,M,USA,A,01/02/2023,B
1012997,NULL,Missing,0,F,BRA,I,27/01/2023,B
1012998,NULL,Missing,0,F,USA,I,31/01/2023,A
1012999,NULL,Missing,0,M,BRA,A,26/01/2023,B
1013000,NULL,Missing,0,Missing,GBR,I,26/01/2023,A
1013002,NULL,Missing,0,Missing,BRA,I,28/01/2023,B
1013003,NULL,Missing,0,M,USA,A,29/01/2023,B
1013004,NULL,Missing,0,M,USA,A,27/01/2023,B
1013005,NULL,Missing,0,Missing,USA,I,31/01/2023,A
1013006,NULL,Missing,0,M,ESP,I,06/02/2023,A
1013007,NULL,Missing,0,M,DEU,A,26/01/2023,A
1013008,NULL,Missing,0,F,USA,I,02/02/2023,B
1013009,NULL,Missing,0,F,BRA,A,26/01/2023,A
1013010,NULL,Missing,0,M,MEX,I,31/01/2023,B
1013011,NULL,Missing,0,Missing,GBR,A,26/01/2023,A
1013012,NULL,Missing,0,F,USA,A,04/02/2023,A
1013013,NULL,Missing,0,Missing,USA,I,26/01/2023,A
1013014,NULL,Missing,0,F,USA,A,25/01/2023,A
1013015,NULL,Missing,0,M,USA,I,25/01/2023,A
1013016,NULL,Missing,0,M,USA,A,27/01/2023,A
1013017,NULL,Missing,0,F,MEX,A,26/01/2023,B
1013018,NULL,Missing,0,M,DEU,I,26/01/2023,A
1013019,NULL,Missing,0,F,MEX,I,28/01/2023,A
1013020,NULL,Missing,0,F,FRA,A,01/02/2023,A
1013021,NULL,Missing,0,F,USA,I,25/01/2023,B
1013022,NULL,Missing,0,F,MEX,I,03/02/2023,A
1013023,NULL,Missing,0,M,USA,I,27/01/2023,B
1013024,NULL,Missing,0,F,DEU,A,27/01/2023,A
1013025,NULL,Missing,0,M,GBR,I,26/01/2023,B
1013026,NULL,Missing,0,M,AUS,A,25/01/2023,A
1013027,NULL,Missing,0,Missing,MEX,A,26/01/2023,A
1013028,NULL,Missing,0,Missing,BRA,A,28/01/2023,A
1013029,NULL,Missing,0,M,BRA,A,26/01/2023,B
1013030,NULL,Missing,0,M,USA,A,31/01/2023,A
1013031,NULL,Missing,0,F,DEU,A,25/01/2023,A
1013032,NULL,Missing,0,F,MEX,A,27/01/2023,A
1013033,NULL,Missing,0,M,MEX,A,25/01/2023,A
1013034,NULL,Missing,0,F,DEU,I,25/01/2023,B
1013035,NULL,Missing,0,M,MEX,A,04/02/2023,B
1013036,NULL,Missing,0,F,DEU,A,25/01/2023,A
1013037,NULL,Missing,0,M,USA,A,05/02/2023,B
1013038,NULL,Missing,0,M,FRA,A,25/01/2023,B
1013039,NULL,Missing,0,M,BRA,A,03/02/2023,B
1013040,NULL,Missing,0,F,Missing,I,25/01/2023,A
1013041,NULL,Missing,0,F,USA,A,27/01/2023,B
1013042,NULL,Missing,0,F,MEX,I,25/01/2023,B
1013043,NULL,Missing,0,F,USA,A,27/01/2023,A
1013044,NULL,Missing,0,M,FRA,A,29/01/2023,A
1013045,NULL,Missing,0,Missing,USA,A,28/01/2023,B
1013046,NULL,Missing,0,M,USA,A,03/02/2023,A
1013047,NULL,Missing,0,M,TUR,A,28/01/2023,A
1013048,NULL,Missing,0,Missing,TUR,A,25/01/2023,A
1013049,NULL,Missing,0,F,TUR,A,27/01/2023,A
1013050,NULL,Missing,0,M,GBR,A,25/01/2023,B
1013051,NULL,Missing,0,F,USA,I,25/01/2023,A
1013052,NULL,Missing,0,Missing,FRA,I,30/01/2023,A
1013053,NULL,Missing,0,M,USA,A,30/01/2023,B
1013054,NULL,Missing,0,M,USA,A,29/01/2023,A
1013055,NULL,Missing,0,F,MEX,I,27/01/2023,B
1013056,NULL,Missing,0,M,BRA,I,26/01/2023,B
1013057,NULL,Missing,0,Missing,GBR,I,01/02/2023,B
1013058,NULL,Missing,0,F,USA,A,26/01/2023,A
1013059,NULL,Missing,0,M,TUR,I,25/01/2023,A
1013060,NULL,Missing,0,M,MEX,I,25/01/2023,A
1013061,NULL,Missing,0,Missing,Missing,I,25/01/2023,A
1013062,NULL,Missing,0,M,FRA,A,31/01/2023,A
1013063,NULL,Missing,0,M,BRA,A,02/02/2023,A
1013064,NULL,Missing,0,F,USA,A,28/01/2023,B
1013065,NULL,Missing,0,F,BRA,I,25/01/2023,B
1013066,NULL,Missing,0,F,BRA,I,27/01/2023,A
1013067,NULL,Missing,0,F,BRA,I,25/01/2023,A
1013068,NULL,Missing,0,Missing,USA,A,27/01/2023,A
1013069,NULL,Missing,0,F,Missing,A,02/02/2023,A
1013070,NULL,Missing,0,M,USA,A,29/01/2023,A
1013071,NULL,Missing,0,M,FRA,A,27/01/2023,A
1013072,NULL,Missing,0,F,BRA,I,26/01/2023,A
1013073,NULL,Missing,0,Missing,USA,I,27/01/2023,B
1013074,NULL,Missing,0,M,USA,A,25/01/2023,B
1013075,NULL,Missing,0,F,MEX,A,25/01/2023,A
1013076,NULL,Missing,0,M,USA,A,28/01/2023,A
1013077,NULL,Missing,0,F,USA,A,03/02/2023,B
1013078,NULL,Missing,0,F,USA,A,25/01/2023,A
1013079,NULL,Missing,0,F,BRA,A,31/01/2023,A
1013080,NULL,Missing,0,F,FRA,A,26/01/2023,A
1013081,NULL,Missing,0,M,BRA,I,27/01/2023,B
1013083,NULL,Missing,0,M,USA,A,31/01/2023,A
1013085,NULL,Missing,0,M,BRA,A,25/01/2023,B
1013086,NULL,Missing,0,M,BRA,I,27/01/2023,A
1013087,NULL,Missing,0,F,MEX,A,28/01/2023,A
1013088,NULL,Missing,0,F,USA,A,05/02/2023,B
1013089,NULL,Missing,0,F,MEX,I,04/02/2023,B
1013090,NULL,Missing,0,F,BRA,A,25/01/2023,B
1013091,NULL,Missing,0,M,BRA,I,29/01/2023,A
1013092,NULL,Missing,0,F,USA,A,25/01/2023,B
1013093,NULL,Missing,0,M,ESP,I,27/01/2023,A
1013094,NULL,Missing,0,F,BRA,I,02/02/2023,B
1013095,NULL,Missing,0,M,TUR,A,25/01/2023,A
1013097,NULL,Missing,0,M,USA,A,25/01/2023,B
1013099,NULL,Missing,0,F,FRA,A,27/01/2023,B
1013100,NULL,Missing,0,Missing,MEX,A,26/01/2023,B
1013101,NULL,Missing,0,F,FRA,A,26/01/2023,B
1013102,NULL,Missing,0,M,MEX,A,26/01/2023,B
1013103,NULL,Missing,0,F,USA,A,25/01/2023,A
1013104,NULL,Missing,0,F,BRA,A,27/01/2023,B
1013105,NULL,Missing,0,F,MEX,A,26/01/2023,A
1013106,NULL,Missing,0,M,USA,A,06/02/2023,A
1013107,NULL,Missing,0,M,FRA,A,30/01/2023,A
1013109,NULL,Missing,0,M,DEU,A,30/01/2023,A
1013111,NULL,Missing,0,F,BRA,A,29/01/2023,B
1013112,NULL,Missing,0,M,DEU,A,26/01/2023,B
1013113,NULL,Missing,0,M,GBR,A,27/01/2023,A
1013114,NULL,Missing,0,F,USA,A,30/01/2023,B
1013115,NULL,Missing,0,F,TUR,A,27/01/2023,A
1013116,NULL,Missing,0,Missing,BRA,A,26/01/2023,B
1013117,NULL,Missing,0,M,CAN,A,05/02/2023,B
1013118,NULL,Missing,0,F,TUR,I,28/01/2023,A
1013119,NULL,Missing,0,F,TUR,A,25/01/2023,A
1013120,NULL,Missing,0,F,USA,A,29/01/2023,A
1013121,NULL,Missing,0,F,FRA,I,01/02/2023,B
1013122,NULL,Missing,0,Missing,ESP,I,27/01/2023,A
1013123,NULL,Missing,0,F,Missing,A,25/01/2023,A
1013125,NULL,Missing,0,M,BRA,I,28/01/2023,B
1013126,NULL,Missing,0,M,USA,I,25/01/2023,A
1013127,NULL,Missing,0,M,ESP,I,29/01/2023,B
1013128,NULL,Missing,0,M,USA,I,26/01/2023,B
1013129,NULL,Missing,0,F,GBR,A,26/01/2023,A
1013130,NULL,Missing,0,F,FRA,I,25/01/2023,A
1013131,NULL,Missing,0,M,BRA,I,28/01/2023,A
1013132,NULL,Missing,0,F,USA,I,05/02/2023,B
1013133,NULL,Missing,0,M,GBR,A,28/01/2023,B
1013134,NULL,Missing,0,O,GBR,I,25/01/2023,B
1013135,NULL,Missing,0,M,BRA,I,26/01/2023,B
1013136,NULL,Missing,0,F,GBR,A,25/01/2023,B
1013137,NULL,Missing,0,F,GBR,A,25/01/2023,B
1013139,NULL,Missing,0,F,DEU,I,05/02/2023,A
1013140,NULL,Missing,0,O,BRA,A,03/02/2023,B
1013142,NULL,Missing,0,F,MEX,A,27/01/2023,A
1013144,NULL,Missing,0,M,USA,A,26/01/2023,B
1013145,NULL,Missing,0,F,USA,A,03/02/2023,B
1013146,NULL,Missing,0,Missing,FRA,A,27/01/2023,B
1013148,NULL,Missing,0,M,BRA,A,31/01/2023,B
1013149,NULL,Missing,0,M,MEX,A,29/01/2023,B
1013150,NULL,Missing,0,M,USA,A,27/01/2023,B
1013151,NULL,Missing,0,F,AUS,I,27/01/2023,A
1013152,NULL,Missing,0,F,GBR,A,04/02/2023,B
1013153,NULL,Missing,0,Missing,DEU,A,26/01/2023,A
1013154,NULL,Missing,0,F,FRA,I,28/01/2023,B
1013155,NULL,Missing,0,F,FRA,A,25/01/2023,B
1013157,NULL,Missing,0,M,USA,I,27/01/2023,B
1013158,NULL,Missing,0,Missing,BRA,A,25/01/2023,A
1013159,NULL,Missing,0,F,USA,I,25/01/2023,B
1013160,NULL,Missing,0,F,TUR,I,25/01/2023,A
1013161,NULL,Missing,0,Missing,DEU,I,25/01/2023,B
1013162,NULL,Missing,0,Missing,USA,A,28/01/2023,B
1013163,NULL,Missing,0,F,MEX,A,25/01/2023,B
1013164,NULL,Missing,0,F,ESP,A,06/02/2023,A
1013165,NULL,Missing,0,F,DEU,A,27/01/2023,B
1013166,NULL,Missing,0,F,ESP,I,26/01/2023,B
1013167,NULL,Missing,0,F,USA,A,26/01/2023,A
1013168,NULL,Missing,0,M,USA,I,02/02/2023,B
1013169,NULL,Missing,0,F,GBR,A,01/02/2023,A
1013170,NULL,Missing,0,F,USA,A,25/01/2023,B
1013171,NULL,Missing,0,M,MEX,A,02/02/2023,B
1013172,NULL,Missing,0,M,MEX,A,05/02/2023,B
1013173,NULL,Missing,0,M,TUR,A,28/01/2023,B
1013174,NULL,Missing,0,F,USA,A,26/01/2023,A
1013175,NULL,Missing,0,F,USA,A,28/01/2023,A
1013177,NULL,Missing,0,F,MEX,A,31/01/2023,B
1013178,NULL,Missing,0,M,DEU,A,28/01/2023,A
1013179,NULL,Missing,0,O,Missing,A,04/02/2023,A
1013180,NULL,Missing,0,F,GBR,A,29/01/2023,A
1013181,NULL,Missing,0,M,USA,A,29/01/2023,B
1013182,NULL,Missing,0,M,USA,A,25/01/2023,A
1013183,NULL,Missing,0,F,AUS,A,25/01/2023,A
1013184,NULL,Missing,0,F,BRA,A,29/01/2023,A
1013185,NULL,Missing,0,M,TUR,A,29/01/2023,A
1013186,NULL,Missing,0,F,USA,I,27/01/2023,A
1013187,NULL,Missing,0,Missing,MEX,A,30/01/2023,A
1013189,NULL,Missing,0,M,USA,Missing,27/01/2023,A
1013190,NULL,Missing,0,M,TUR,I,25/01/2023,A
1013191,NULL,Missing,0,F,TUR,A,27/01/2023,A
1013192,NULL,Missing,0,F,BRA,A,25/01/2023,B
1013193,NULL,Missing,0,M,CAN,A,25/01/2023,B
1013194,NULL,Missing,0,F,AUS,A,03/02/2023,A
1013195,NULL,Missing,0,M,ESP,A,31/01/2023,B
1013196,NULL,Missing,0,M,TUR,A,26/01/2023,B
1013197,NULL,Missing,0,M,BRA,A,25/01/2023,B
1013198,NULL,Missing,0,M,Missing,A,27/01/2023,B
1013199,NULL,Missing,0,F,USA,A,01/02/2023,B
1013200,NULL,Missing,0,M,USA,A,29/01/2023,B
1013202,NULL,Missing,0,M,DEU,A,26/01/2023,B
1013203,NULL,Missing,0,Missing,MEX,I,30/01/2023,A
1013204,NULL,Missing,0,M,AUS,I,27/01/2023,A
1013205,NULL,Missing,0,F,USA,I,27/01/2023,A
1013206,NULL,Missing,0,M,BRA,A,25/01/2023,B
1013207,NULL,Missing,0,M,BRA,I,05/02/2023,B
1013208,NULL,Missing,0,F,DEU,A,26/01/2023,B
1013209,NULL,Missing,0,M,TUR,A,28/01/2023,A
1013210,NULL,Missing,0,M,GBR,A,26/01/2023,B
1013211,NULL,Missing,0,Missing,GBR,A,28/01/2023,B
1013212,NULL,Missing,0,F,FRA,A,28/01/2023,B
1013213,NULL,Missing,0,F,BRA,A,06/02/2023,B
1013214,NULL,Missing,0,F,USA,A,03/02/2023,A
1013215,NULL,Missing,0,F,USA,I,27/01/2023,B
1013216,NULL,Missing,0,M,MEX,A,28/01/2023,B
1013217,NULL,Missing,0,O,MEX,A,27/01/2023,A
1013218,NULL,Missing,0,M,USA,A,26/01/2023,B
1013219,NULL,Missing,0,F,USA,A,28/01/2023,B
1013220,NULL,Missing,0,F,USA,I,28/01/2023,A
1013221,NULL,Missing,0,F,USA,A,04/02/2023,B
1013222,NULL,Missing,0,F,MEX,I,01/02/2023,B
1013224,NULL,Missing,0,M,ESP,A,26/01/2023,A
1013225,NULL,Missing,0,M,USA,A,26/01/2023,B
1013226,NULL,Missing,0,M,AUS,A,01/02/2023,A
1013227,NULL,Missing,0,M,MEX,A,28/01/2023,B
1013228,NULL,Missing,0,F,CAN,I,25/01/2023,B
1013229,NULL,Missing,0,M,BRA,A,30/01/2023,A
1013230,NULL,Missing,0,F,MEX,A,25/01/2023,A
1013231,NULL,Missing,0,M,MEX,A,26/01/2023,B
1013232,NULL,Missing,0,M,BRA,I,31/01/2023,A
1013233,NULL,Missing,0,M,FRA,I,26/01/2023,B
1013234,NULL,Missing,0,Missing,USA,A,28/01/2023,A
1013235,NULL,Missing,0,F,GBR,A,25/01/2023,B
1013236,NULL,Missing,0,F,MEX,I,04/02/2023,A
1013237,NULL,Missing,0,F,BRA,A,03/02/2023,B
1013238,NULL,Missing,0,F,ESP,A,26/01/2023,A
1013239,NULL,Missing,0,Missing,TUR,A,29/01/2023,B
1013240,NULL,Missing,0,Missing,Missing,A,25/01/2023,B
1013241,NULL,Missing,0,M,USA,I,29/01/2023,B
1013242,NULL,Missing,0,F,BRA,A,25/01/2023,B
1013243,NULL,Missing,0,F,DEU,I,04/02/2023,B
1013244,NULL,Missing,0,M,TUR,I,29/01/2023,A
1013245,NULL,Missing,0,F,GBR,I,25/01/2023,A
1013246,NULL,Missing,0,F,TUR,A,06/02/2023,A
1013247,NULL,Missing,0,Missing,USA,A,29/01/2023,A
1013248,NULL,Missing,0,M,USA,A,26/01/2023,A
1013249,NULL,Missing,0,F,BRA,A,05/02/2023,A
1013251,NULL,Missing,0,M,TUR,I,30/01/2023,B
1013252,NULL,Missing,0,M,DEU,A,26/01/2023,A
1013253,NULL,Missing,0,F,DEU,A,25/01/2023,A
1013254,NULL,Missing,0,F,TUR,I,25/01/2023,B
1013255,NULL,Missing,0,M,TUR,I,03/02/2023,A
1013256,NULL,Missing,0,M,BRA,I,27/01/2023,A
1013257,NULL,Missing,0,F,GBR,I,28/01/2023,A
1013258,NULL,Missing,0,M,USA,I,01/02/2023,A
1013259,NULL,Missing,0,M,MEX,A,29/01/2023,A
1013260,NULL,Missing,0,M,CAN,A,25/01/2023,A
1013261,NULL,Missing,0,F,ESP,A,28/01/2023,A
1013262,NULL,Missing,0,O,AUS,A,25/01/2023,A
1013263,NULL,Missing,0,Missing,GBR,A,28/01/2023,B
1013264,NULL,Missing,0,M,MEX,A,28/01/2023,B
1013265,NULL,Missing,0,F,DEU,A,29/01/2023,A
1013266,NULL,Missing,0,F,USA,I,29/01/2023,B
1013267,NULL,Missing,0,M,TUR,A,27/01/2023,A
1013268,NULL,Missing,0,Missing,DEU,A,25/01/2023,B
1013269,NULL,Missing,0,M,TUR,A,27/01/2023,B
1013270,NULL,Missing,0,Missing,BRA,I,29/01/2023,B
1013271,NULL,Missing,0,F,MEX,A,27/01/2023,B
1013273,NULL,Missing,0,Missing,MEX,A,25/01/2023,A
1013274,NULL,Missing,0,M,USA,I,25/01/2023,A
1013275,NULL,Missing,0,M,BRA,I,28/01/2023,A
1013276,NULL,Missing,0,Missing,BRA,A,26/01/2023,A
1013277,NULL,Missing,0,M,USA,I,26/01/2023,B
1013279,NULL,Missing,0,M,DEU,A,25/01/2023,A
1013280,NULL,Missing,0,F,ESP,A,30/01/2023,B
1013281,NULL,Missing,0,M,TUR,I,26/01/2023,B
1013282,NULL,Missing,0,M,USA,A,28/01/2023,A
1013283,NULL,Missing,0,F,BRA,A,28/01/2023,A
1013284,NULL,Missing,0,M,USA,I,28/01/2023,A
1013285,NULL,Missing,0,M,DEU,A,25/01/2023,B
1013286,NULL,Missing,0,M,ESP,A,28/01/2023,A
1013287,NULL,Missing,0,M,USA,A,28/01/2023,B
1013288,NULL,Missing,0,M,AUS,A,30/01/2023,B
1013289,NULL,Missing,0,F,BRA,A,27/01/2023,B
1013290,NULL,Missing,0,M,GBR,A,26/01/2023,A
1013291,NULL,Missing,0,Missing,TUR,I,25/01/2023,B
1013292,NULL,Missing,0,M,USA,A,26/01/2023,A
1013293,NULL,Missing,0,F,USA,I,27/01/2023,A
1013294,NULL,Missing,0,M,USA,I,25/01/2023,A
1013295,NULL,Missing,0,F,ESP,A,27/01/2023,A
1013296,NULL,Missing,0,F,BRA,I,05/02/2023,B
1013297,NULL,Missing,0,F,MEX,A,26/01/2023,A
1013298,NULL,Missing,0,F,DEU,A,30/01/2023,A
1013299,NULL,Missing,0,M,ESP,A,25/01/2023,A
1013301,NULL,Missing,0,Missing,USA,A,27/01/2023,B
1013302,NULL,Missing,0,F,DEU,A,06/02/2023,A
1013303,NULL,Missing,0,F,USA,A,28/01/2023,B
1013304,NULL,Missing,0,M,GBR,A,25/01/2023,B
1013305,NULL,Missing,0,F,MEX,A,25/01/2023,B
1013306,NULL,Missing,0,F,USA,A,26/01/2023,B
1013307,NULL,Missing,0,F,USA,I,06/02/2023,B
1013308,NULL,Missing,0,F,BRA,I,31/01/2023,A
1013310,NULL,Missing,0,F,USA,A,27/01/2023,A
1013311,NULL,Missing,0,Missing,FRA,A,29/01/2023,B
1013312,NULL,Missing,0,M,USA,A,28/01/2023,A
1013313,NULL,Missing,0,M,BRA,I,02/02/2023,B
1013314,NULL,Missing,0,Missing,BRA,A,25/01/2023,B
1013315,NULL,Missing,0,M,ESP,I,25/01/2023,B
1013316,NULL,Missing,0,F,BRA,I,31/01/2023,B
1013317,NULL,Missing,0,F,FRA,A,26/01/2023,A
1013318,NULL,Missing,0,F,TUR,A,04/02/2023,B
1013319,NULL,Missing,0,M,AUS,I,05/02/2023,B
1013320,NULL,Missing,0,F,FRA,A,27/01/2023,A
1013321,NULL,Missing,0,M,GBR,A,25/01/2023,B
1013322,NULL,Missing,0,M,BRA,I,25/01/2023,B
1013323,NULL,Missing,0,F,DEU,A,29/01/2023,B
1013324,NULL,Missing,0,F,USA,A,31/01/2023,B
1013325,NULL,Missing,0,M,MEX,A,25/01/2023,A
1013326,NULL,Missing,0,M,TUR,A,30/01/2023,A
1013327,NULL,Missing,0,F,USA,A,27/01/2023,A
1013328,NULL,Missing,0,M,MEX,I,25/01/2023,B
1013331,NULL,Missing,0,M,TUR,A,27/01/2023,B
1013332,NULL,Missing,0,Missing,USA,A,26/01/2023,B
1013333,NULL,Missing,0,M,TUR,A,27/01/2023,B
1013335,NULL,Missing,0,M,USA,A,31/01/2023,B
1013336,NULL,Missing,0,Missing,USA,I,01/02/2023,A
1013337,NULL,Missing,0,Missing,MEX,I,30/01/2023,B
1013338,NULL,Missing,0,Missing,GBR,I,27/01/2023,B
1013339,NULL,Missing,0,F,MEX,I,25/01/2023,A
1013340,NULL,Missing,0,M,MEX,I,03/02/2023,B
1013341,NULL,Missing,0,M,BRA,A,25/01/2023,A
1013342,NULL,Missing,0,F,USA,I,25/01/2023,A
1013343,NULL,Missing,0,M,USA,A,25/01/2023,A
1013344,NULL,Missing,0,M,DEU,A,30/01/2023,B
1013345,NULL,Missing,0,F,USA,A,26/01/2023,A
1013346,NULL,Missing,0,F,USA,A,25/01/2023,B
1013347,NULL,Missing,0,O,DEU,A,25/01/2023,A
1013348,NULL,Missing,0,F,DEU,A,27/01/2023,A
1013350,NULL,Missing,0,F,BRA,I,26/01/2023,B
